address,approx_cost_for_2,cuisines,known_for,locality,more_info,most_liked_Food,most_liked_Service,opening_timings,photos_taken,rating,restaurant_link,restaurant_name,reviews,votes
"12/1, Ulsoor Road, Sivanchetti Gardens, Ulsoor, Bangalore",1,"Kerala, Seafood",,ChurchStreet,"Home Delivery, Valet Parking Available, Table booking recommended, Indoor Seating, ","[5, 'Appam', 'Fish Curry', 'Chicken Stew', 'Thali', 'Mutton Stew', 'Beef Fry', 'Prawn Curry']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['12noon', '3pm', '7pm', '11pm']",486,4.0                                     /5,https://www.zomato.com/bangalore/ente-keralam-ulsoor,Ente Keralam,"['I have had the sadya here multiple times(except during onam - avoided visting the restaurant amidst the heavy onam rush) and it has been amazing. The sadya is exactly what you would expect and it is a nice experience to take guests too as well to introduce them to kerala food. As nonvegetarian sides we had ordered the mutton pepper fry and it was an absolutely splendid melt-in-the-mouth meat dish. Good service.', 'Kerala being one of the top ten Paradise on earth, One should know about the heavenly food they make.\n\nTalking about hospitality and food this restaurant located in indranagar is the bench mark for Kerala dishes. The ambience is very well maintained and soothes your mind. The staffs are so friendly and well behaved.\nSadya ( feast ) which origins from Kerala is of most importance to all Malayalis consisting of a variety of traditional dishes served on a banana leaf.\n\nWe tried the veg sadya and it was mind blowing and one can have it very easily. The sadya was cooked in traditional manner and one can smell the aromas of coconut oil and makes you feel you are in Kerala.\n\nWell balanced food with no loaded masala and spices. Options of opting kerala boiled rice and normal white rice is also available.\n\nDesserts were top the charts and had those 2 times.\n\nOne should try the sadya when ever they visit this food paradise.', ""Every year we wait for Onam sadya at Ente Keralam. It's been 5 yrs we always celebrate Onan at Ente Keralam. This yr also we were at Ente Keralam and it was not up to mark or just as every year. Disappointed with it and especially the payasams were horrible. It was water, no taste. Pathetic!! Though we had early lunch around 1.00pm, it was water. Never expected and was not satisfied this yr. Also the crowd was also not heavy this year. \n\nHope they will get back next year."", ""Amazing Sadhya Luncheon. It was served within minutes and tasted awesome. The yellow curry served by the side being the best. It's located bin heart of MG road Ulsoor area and just a walk from Taj where i am staying. I think i will return for more in days to come."", 'I am rating it a 4 because of the unreasonably pricy menu. Barring that, a fantastic place to experience Kerala food. The food is as traditional as it gets and covers a wide variety in both veg and non veg. We took 2 sadhya meals and 1 neymeen polichathu. Great presentation of food. The kaachiya moru and payar curry in meals were delicious. Nice desserts as well.', ""An amazing option for dinner! The unlimited thali is such a great option. I enjoyed everything on the thali. I'm definitely going here again for another (hopefully) great experience. Another thing - the servers here are extremely sweet and helpful, which was very refreshing to see.""]"," 1227  votes
"
"52/2, Sujay's Pride, Church Street, Bangalore",1,"North Eastern, Asian, Naga, Steak, Momos",,ChurchStreet,"Home Delivery, Wine, Smoking Area, Outdoor Seating, Indoor Seating, Wifi, Live Sports Screening, Table booking recommended, ","[5, 'Beef Steak', 'Pork Chops', 'Wine', 'Pork Ribs', 'Beer', 'Chilli Chicken', 'Pork Momo']","[4, 'Courteous Staff', 'Friendly Staff']","['1pm', '12midnight']",473,4.3                                     /5,https://www.zomato.com/bangalore/somilan-steak-house-church-street,Somilan Steak House,"['I went to this place to try steaks but instead preferred ordering Asian cuisines.\nThis cute little place gives a very positive and warm Vibe.\nDishes*\n-Kwyteiyw( glass noodles with Tom yum soup and our choice of meat) was delicious. I tried both the pork and chicken (though i prefer the former)\n-The chicken phad Thai noodles was a good choice too.', ""This review is not based on steaks but on Chinese delicacies! Me and my friends went to Somilan Steak house during the late lunch hours but still we faced the unexpected crowd which was reflected in the quality of service provided! However the staffs did apologize for the poor service.\nComing to the food, I experienced best Chinese food here and was very much satisfied with the taste and quality. Quantity is also decent. Cost range for steaks is obviously high but for Chinese main course it is pocket friendly and zomato gold is worth using in this outlet.\nDecor is posh and the outlet is located just outside the mg road metro station!\nIt's highly recommend if you are looking for good restaurants in Church Street."", 'All I can say about this place is that they have got the best north eastern food. Thukpa served there is so awesome that I went again just to have it again. The taste is irresistible with its super affordable prices. Both quantity and quality of the food will woo you for sure. The interiors are typical naga style with naga ancestors photographs which gives it a tribal look. Being a north eastern I just loved this place but I am sure you will like it too, just have a try. They have also got great beverages which taste wonderful, goes well with the food.', 'This quaint restaurant in church street turned out to be a brilliant delight. I ordered pork fried rice and pork hoison and the taste was great but the quantity was amazing.']"," 720  votes
"
"28, Centenary Building, MG Road, Bangalore",2,North Indian,,ChurchStreet,"Home Delivery, Full Bar Available, Valet Parking Available, Indoor Seating, Table booking recommended, ","[4, 'Butter Chicken', 'Dal Makhani', 'Naan', 'Jal-jeera', 'Paneer Tikka', 'Mutton Biryani', 'Veg Platter']","[4, 'Courteous Staff', 'Valet Service', 'Prompt Service']","['12noon', '3:30pm', '7pm', '11:30pm']",303,3.9                                     /5,https://www.zomato.com/bangalore/tandoor-mg-road,Tandoor,"['Great food with great ambience! The service was great and I loved the starters. The Tandoori Mashroom and Raan were amazing. The Daal is great and goes along with the selection of breads provided. The Butter Chicken was not my liking and main courses were somewhat lackluster, but overall I must say my overall experience was great! Shoutout to the staff for being awsome!!', '約10年ぶりに往訪。以前往訪した時の印象と全く変わらず、名店というのは愚直に変わらないサービスを提供し続けることなのかなと感銘に浸る。メニューはコテコテの北インド料理、店名の通りタンドーリ系は一押しとのこと。どれも味わい深く美味。やや店員の押しが強い点は気になるが、やはり長年続いているだけに何かがある。', ""It's one of the few old restaurants in Bangalore and is located in the heart of the city. The food is on the expensive side and is quite over hyped. Must try the Tandoor platter as they serve a variety of options. The chicken and mutton biryani were decent. The first floor has a chandelier which makes the ambience pretty during night. Great for a family outing if you're searching for north Indian food.""]"," 1550  votes
"
"Old 2, New 4, Old Binnamangala Village, Ward 82, Mahadevpura, Indiranagar, Bangalore",400,"Healthy Food, North Indian, Biryani, Continental, Beverages",healthy and wholesome meals,Indiranagar,"Breakfast, Delivery Only, Desserts and Bakes, ","[4, 'Dal Makhani', 'Chicken Curry', 'Biryani', 'Veg Thali', 'Sandwich', 'Noodle', 'Fruit Bowl']",,"['7am', '10:30pm']",201,4.3                                     /5,https://www.zomato.com/bangalore/eat-fit-indiranagar-bangalore,eat.fit,"['We were invited to review this place . We tried shunya lemon and lime infused green tea it tasted nice. They gave us option to curate our own meal so we went for noodles and chilli paneer which was served with salad and oat balls , it was good in taste and we also tried Dal makhni and chole with lacha Paratha , that was nice too. We absolutely loved the moist chocolate cake which was healthy and yet so delicious. Ambiance is great too.', 'Eat.Fit is a go-to place for budget nights (after 10pm). Not too spicy, not bland either, the food is a saviour of a happy tummy. The Paneer and Egg dishes are particularly appealing to me, apart from the Salad.\n\nWhile the experience of having the choice to add anything to your plate is what we friends relish most, what we hate are their sample servings of so called ""healthy"" sweet (like the flax seed barfi or the sweet peanut powder) on the meal which is not something that is pleasant at the end of a sumptuous meal.\n\nEven the rotis aren\'t always soft and sometimes are dry by the end of the day. The best bet then is the biryani which is always kept warm.', ""Placed order for Lucknowi Veg Biryani biryani was to dry. I heard and seen advertisement about so planned to order, But got dispoitment with quantity as well.\nNeed a lots of improvement\nGiving 3 star only for packaging.\nDidn't get bill along with Order"", '🐰Thai green chicken curry, sauteed veg, wok rice or should I say woke rice xD and a humble salad\n🐰I like the fact that I can get cost friendly healthy macro nutrient measured food right at my door step thanks to eat fit\n🐰Thai curry consistency - 7/10 over all but 10/10 based on the price\n🐰I liked the fact that the whole meal had a medley of veggies especially antioxidant rich ones\n🐰kcal - 400\n🐰major love for your weight watch menu', ""Ordered the raw pressery juice along with a moist chocolate cake and the food came right on time. Was surprised to see that they gave me a complimentary lemon tea cake on my order. This was soo sweet and unexpected. Thank you. The moist chocolate cake had a very good consistency. Not too moist nor too dry.. Just perfect. The lemon tea chia cake was also very well made. I'd like to however give a small suggestion for the packaging. If the cakes could be cling wrapped before its put in the box, I think it would make more sense because I ended up getting the chocolate cake stuck to one part of the box with the top layer gone :'("", ""Ordered fruits bowl... The miskmelon was a spoiler. It was way too raw to eat. Inspired by the Whitefield branch's fruit bowl o reordered here in office... Was a bit disappointing.\n\nThe walnut cake also was not great. Did not seem fresh. I liked its packaging though."", ""Healthy, filling, and worth the money. Look out for their daily deals for a steal of a meal. I tried the rice with chilli chicken and paneer kurchan along with a healthy dose of salad. It's perfect for a healthy lunch and not heavy on the wallet.""]"," 1135  votes
"
"295 & 296, Ground Floor, 100 Feet Road, Indiranagar, Bengaluru",1,"Continental, Italian, North Indian, Chinese",,Indiranagar,"Home Delivery, Vegetarian Only, Outdoor Seating, Table booking recommended, Indoor Seating, ","[5, 'Dal Makhani', 'Pasta', 'Dal Tadka', 'Rasmalai', 'Gulab Jamun', 'Pav Bhaji', 'Diwani Handi']",,"['12noon', '11:30pm']",706,4.4                                     /5,https://www.zomato.com/bangalore/the-twisted-desi-indiranagar-bangalore,The Twisted Desi,"['Nothing in food is justifying their ratings. Kashmiri dum aloo was very bad and not dum at all. Kabuli naan in name of fruit cocktail had fruit jam on it, seriously are you kidding me. Peshawari tikka- I was told is paneer stuffing but it was nothing but paneer tikka that too half cooked marination.\n\nEveryone on floor had some issue with some food item and I am sure this is totally not worth of money.\n\nAnd they charge service charge too :)', 'The ambience was so cool and very pleasant. Best place to have nice and peaceful dinner. \n\nTaste was good as well. \nPenne Alfredo Pasta was very creamy and must try in this place', ""Firstly we book a group table (11ppl) for 9.30 pm and we got it at 9.50pm. When we started giving our order, the waiter noted down few and said I will send my senior to take order. Then we received 3 portions of pasta instead of 1. We had ordered some Indian food for kids, which we did not get till 11.30pm. One dish comes in an hour's time which is shared among the 11 of us. We told no ice in watermelon juice, but we receive a cold one. At 11.40 we asked for our pending order items, and the waiter days all items are served. When we said no, he goes in and brings some other dish. Utter disappointed and waste of money. I will recommend people not to go here. A big waste of money and time."", 'A very little place near the very busy KFC sognal, this place is a great visit for family.\nMaintained clean and neat, the staff welcomes you with a warm smile.\n\nWe had to wait for ten minutes before we were seated.\n\nA very little menu I would say, but it covers a lot of dishes, but not with a lot of variety.\n\nWe started with creamy spinach soup. It was delicious. Savoury, creamy, it was perfect.\n\nThen we went to italian pav bhaji. I felt this was just an over westernisation of the traditional Indian food. Pav bhaji is pav bhaji because of the masala and not the concept of a pav and some random bhaji. I appreciate their efforts, but I personally did not like it. Otherwise the pav was buttery and the bahji had decent amounta of cheese. Could have been a little spicy.\n\nBabycorn dragon - This was a mistake I guess. It was decent, normal..nothing great.\n\nOnly complaint is we had to call for staff many a times for water, forks, sppons and tissues etc\n\nFollow me on Zomato for more reviews', ""Wonderful .. food .. atmosphere and excellent service from Anu and her team we took the infinity plan and was amazed with the spread we could order and also kept in mind we don't waste .. it was an occasion we were celebrating and they did their best. The portions were perfect and the food from the taste to the presentation simply awesome..,!! It was a Monday so wasn't crowded.. we order quite a few things but the avacado salad .. the bake and the continental was off the hook .. the desserts are to die for..\nThey also wrote happy birthday on the plate which was thoughtful and customer service at its best. A must visit place."", ""This place seems to be one of the hidden gem in the busiest of the lanes in Indiranagar. Located a stone throw away from Toit. However it's a little tough to identify the place for the first timers.\n\nThe ambiance of the place is simple, basic and neatly done. The staff help you to find a comfortable table and settle.\n\nI was recently here with a few friends for dinner. The menu is a modern makeover of classic dishes,\n\nThe pear and walnut salad was a healthy and wise choice for me,\n\nNext came the stuffed mushroom tikka and the peshawari panner tikka both well done and done to perfection.\n\nThe rosemary mix veg roast was a perfect alternative to a veggie replacing a steak.\n\nThe banana peanut butter shake was great one too.\n\nDesserts were a modern makeover of the classic rasmalai and gulab jamoon.\n\nOver all worthy visit.\n                                                voiceofmytastebuds.com"", ""Jacqueline and Mohsin were the stars of the day!\nWe were here for dinner and these guys made the experience memorable and worth the second visit.\nEverything was perfect!\nDon't go by the space of the restaurant. These people wont disappoint you! Absolutely must visit!\nGood job guys! Cheers :)"", 'At the outset, this is a pure veg restaurant. The food was quite tasty. We ordered dishes that were both desi and continental, and found them all to pass muster. Good place for a quiet meal.']"," 733  votes
"
"484, Signature Square, CMH Road, Indiranagar, Bangalore",800,"Biryani, North Indian",Hyderabadi Dum Biriyani,Indiranagar,"Home Delivery, No Alcohol Available, Valet Parking Available, Indoor Seating, ","[4, 'Hyderabadi Biryani', 'Chicken Biryani', 'Mutton Biryani', 'Vegetable Biryani', 'Hydrabadi Biryani', 'Chilli Paneer', 'Mutton Seekh Kabab']",,"['11:30am', '11pm']",1053,4.0                                     /5,https://www.zomato.com/bangalore/paradise-biryani-2-indiranagar-bangalore,Paradise Biryani,"[""This legendary outlet perhaps serves the lightest form of Hyderabadi biryani on earth. It's easy on palate and unhaunting in the end! Although I personally like the spicier version but sometimes to be on the healthier side, I bank upon Paradise to satisfy my biryani cravings. Taste, quality and quantity-wise they have maintained parity with their Hyderabad outlets.""]"," 3540  votes
"
,650,"Biryani, Kebab, Rolls, Mughlai",,Indiranagar,"Delivery Only, Seating Not Available, Card Upon Delivery, ","[4, 'Phirni', 'Hyderabadi Biryani', 'Lucknowi Biryani', 'Chicken Roll', 'Calcutta Biryani', 'Chicken Biryani', 'Gulab Jamun']",,"['11am', '11:30pm']",228,4.0                                     /5,https://www.zomato.com/bangalore/potful-2-domlur,Potful,"['I ordered a Hyderabadi boneless chicken biryani.Here the biryani is served with a pot.The quantity is good.The biryani was lovely and there was good amount of masala.\nThe flavour of biryani was spicy and nice.', 'Keep Calm and Add Dum to your Biryani !\n.\nDelivery Review : Potfull\n.\nWhen Biryani cravings happen you can surely reach out to order from Potfull , so many things to like about this outlet !\nI often crave for biryani so decided to give this place a go specially because they serve in Mud pots .\nSurely the packaging attracted me as I am big no plastic preacher but after trying Potfull Hyderabadi Dum Biryani and Khada Chicken Tikka .\nI am surely impressed with the taste apart from the packaging .\n\nThe Tikka was succulent and well marinated .\nThe Biryani was flavourfull and the right amount of spice\n.\nOn a first look Price might seem a bit high but the quantity and the amount of Chicken pieces justify it completely .\n\nNote worthy Mentions :\nDelivery was on point and reached quickly\nThey also send plant seeds along to reuse the pot and plant in it .\nThough served in a mud pot , it was sealed perfectly keeping the Biryani really hot for long']"," 1248  votes
"
"545, Next to CMH Metro Station, CMH Road, Indiranagar, Bangalore",500,"Burger, Fast Food, Beverages","High-quality, great-tasting and affordable Burgers.",Indiranagar,"Home Delivery, Indoor Seating, ","[4, 'Burgers', 'Tandoori Grill Burger', 'Fries', 'Fried Cheese', 'Mango Shake', 'Whopper Burger', 'Chicken Keema Burger']",,"['8am', '1am']",511,4.0                                     /5,https://www.zomato.com/bangalore/burger-king-indiranagar,Burger King,"['I had ordered mcaloo tikki burger which was moderate in taste and proportion. I even ordered plain fries which was better. To go with this meal, a soft drink was also ordered. The place is decent for a normal meal at an affordable price. I had ordered meals and desserts as well, they were good', 'This place is one of my favourite eating point. I truly love the service provided by them in addition to the various delicious food items. I love to try the various burgers,shakes,the meals and various other menu items. The best part about burger king is that you get really satisfying dishes at minimum price. I recommend it as a m']"," 1486  votes
"
"1st Floor, HAL 3rd Stage, Puttappa Layout, New Tippasandra, Indiranagar, Bangalore",700,"Chinese, Asian",,Indiranagar,"Home Delivery, Indoor Seating, ","[4, 'Noodle', 'Egg Fried Rice']",,"['11:30am', '10:30pm']",18,3.9                                     /5,https://www.zomato.com/bangalore/desi-chinese-kitchen-indiranagar-bangalore,Desi Chinese kitchen,"['Please think twice before ordering food from this place. One of my friends ordered veg manchow fried rice. Recieved the item attached in picture. Being a pure vegetarian, my friend was not aware of the white pieces in rice. The item was actually egg fried rice and the gravy along with it was chicken munchurian balls. After having a bite, when my friend got suspicious of the taste, then asked a non veg eating person who confirmed it was egg and chicken. This is a matter of serious concern because this is linked with our beliefs and these people do not have the basic courtesy to check the order before packing for delivery. Not recommended at all. As there is no option for 0 stars hence giving one star.']"," 95  votes
"
"Next To BSNL, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",800,"North Indian, Mughlai, South Indian, Chinese",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, Buffet, ","[4, 'Chicken Grill', 'Butter Chicken', 'Ghee Rice', 'Pepper Chicken', 'Biryani', 'Shawarma', 'Wheat Paratha']",,"['12noon', '1am']",1077,4.3                                     /5,https://www.zomato.com/bangalore/empire-restaurant-indiranagar,Empire Restaurant,"['Empire is one place that even if you go in the middle of the night you will get good food. I really like their Tandoori chicken which is spicy and tasty. Also like their ghee rice with paneer butter masala. The ghee rice is very mild and bland but with the gravy it tastes awesome.\n\nEgg fried rice is not that good there. Completely value for money and quick service', ""Empire's Indiranagar outlet is better than most of the other outlets in the city. The staff is courteous while Mansoor does a good job attending to us.\n\nThe Tandoori Chicken has a special taste here. My staple here is Chicken biryani along with Chicken Tandoori which I would definitely recommend.\nRecommended to add Buttermilk or grape juice to go with the food.\n\nDefinitely recommended."", 'Apart from main course nothing really stood out. Waiters seem confused at times, wrong orders keep coming at your table. Chicken tandoori masala was superb, empire special chicken kebab could have been better', 'Hey what are you giving to your Customer.\nYou customer is placing order for biryani and you are giving what ? Your Manager is not willing to talk with Customer please train thatF**k*r.\nWhat is quantity after spending 200rs.\nWhat the hell is going wrong with you guys.\nSorry I am giving 1 star because zomato is not giving option for negative rating And Zomato\nI am speechless. Your employee giving 32 rs to make up my bad experience. I am not a beggar. I am your Customer and Impire shame on you.', 'One of the finest places to eat. With over 40 branches and more than 3000 employees, the chain of excellent restaurants has maintained a standard in hospitality that only a few have managed to. Extraordinarily delicious food, combined with beautiful, friendly and serene restaurant environment is what anyone would love. Highly recommended by Travel Utopia Kashmir.\n\ngreat food. reasonable price and good atmosphere. .love this place❤\n\nVisited one of the empire branch at indranagar with friends, the foods we ordered were very good specially tawa swarma....loved it...\n\nI love the kebab and biriyani I love to visit again soon with my family\n\nGood hospitality keep it up', ""Went to Empire Restaurant for dinner. We ordered a biriyani and s starter and it was sufficient for two of us. The taste was really nice and there was a good quantity. They also have Zomato Gold, so the place is not expensive. The service was really nice . It's a good place to have some south Indian Cuisine in indiranagar at a reasonable price."", 'The food is very tasty and place is great for family lunches and dinners and parties.\nThe service can be a little more better overall good place for lunches and dinners with friends and family and the prices are also average.', ""Empire always my first preference.visite Indiranagar empire last week.tried their spread buffet.they had almost 25 veriaty dishes veg and nonveg with the lowest price ₹199.\n\nThey have chicken and veg soup.kabab and pepper chicken starter. Romali roti and Kerala poratta the bread's.veg fried rice.chicken biriyani.plain rice.butter chicken.egg masala.dal fry.sambar.rasam.poriyal..Wow lot's veriaty the reasonable price unlimited quantities..\nMust try to you once."", 'Not the first place that comes to my mind when I think about grabbing lunch. Still, due to colleagues vote we ended up here. We ordered grill chicken, chicken curry and Kerala Parotta. The chicken items were really on the spicy side. I like spicy food but I prefer pepper spice as opposed to chilli spice. The parottas were hot and crispy, which was nice.\nThe prices are slightly on the higher side for a simple lunch.', ""Huge premise with lot of space for dining. Variety of food but I only went to try kabab which was very tasty and unique. There is no parking space that's one setback else it's a good joint to visit for lovely food. Staff is friendly and service is quick and they do accept zomato gold which was great.""]"," 9796  votes
"
"7, 1st Floor, 2nd Main, 9th Cross, 1st Stage, Indiranagar, Bangalore",300,"Rolls, Fast Food",,Indiranagar,"Home Delivery, ","[4, 'Chicken Grill', 'Butter Chicken', 'Ghee Rice', 'Pepper Chicken', 'Biryani', 'Shawarma', 'Wheat Paratha']",,['24 Hours'],0,3.4                                     /5,https://www.zomato.com/bangalore/the-kolkata-kati-roll-indiranagar-bangalore,The Kolkata Kati Roll,"['Ordered through Swiggy. Even bare minimum filling was not there. I had to eat a maida Paratha roll with one spoon of filling spread out. Because the Paratha is really big it looks like a chunky fat roll but there is hardly any filling. :( had ordered a paneer roll and Gobi manchurian roll. Both were the same. It was early morning and I was really hungry so quietly ate it with some sauce. Wasn’t really in the mood to call and ask for a replacement or refund and wait for another order to arrive. But I won’t be ordering from here ever again.', '', 'One of the popular places to have rolls. Reasonably priced and waiting time is really less which is a plus point.', '', '', '', 'Awsm taste on time delivery\nGood customer service also\nI suggest to try dis awsm taste\nI had ordered ni8 3:50 am\nI thought he will ditch me but hats off\nHe did the delivery on time and also affordable price cheep and best', 'Great service', '', 'Courteous people in house. Open to your suggestions. Client Dedicated. Working towards more client satisfaction.']"," Based on 42 votes
"
"12/1, Swami Vivekananda Road, Jayaraj Nagar, Someshwarpura, Ulsoor, Bangalore",350,"North Indian, Chinese, South Indian",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, Table booking recommended, ","[4, 'Chicken Biryani Combo']",,"['9am', '12:50am']",18,3.7                                     /5,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore,Shahi Family Restaurant,"['Nothing tasted good', 'Good\xa0 food\xa0 , I\xa0 liked\xa0 it . Biryani ordered was tasty ,\xa0 quantity\xa0 was\xa0 good , presentation\xa0 good , Salan\xa0 \xa0was\xa0 good ,\xa0 Only\xa0 suggestion\xa0 is to\xa0 provide Spoon with order', '', '', '', '', '', 'Sooo delicious .......🍽️🍽️🍽️🍽️', '', '']"," 212  votes
"
"70/2, Markham Road, Ashok Nagar, Brigade Road, Bangalore",300,"Momos, Chinese",,Indiranagar,"Home Delivery, Seating Not Available, ","[4, 'Chicken Biryani Combo']",,"['11:30am', '11pm']",14,4.0                                     /5,https://www.zomato.com/bangalore/choi-choi-momos-brigade-road,Choi Choi Momos,"[""A small little shack hidden among the busy alleys. I frequent them for their soup and haven't eaten anything much from them apart from the soup and one occasional plate of Schzewan momos, which I wasn't able to enjoy fully. Will definitely give them more visits for their combo meals.""]"," Based on 64 votes
"
"3, 9th Main, Seethappa, Thippasandra, Bangalore",350,"South Indian, Kerala, Biryani",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, ","[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']",,"['8am', '11pm']",51,4.2                                     /5,https://www.zomato.com/bangalore/motis-kitchen-thippasandra,Motis Kitchen,"[""One of the best Kerala restaurant to order Malabar cuisines. Fish Biriyani is amazing here as well as Malabar chicken biriyani which is a must try!! Fish curry is yummy n king fish fry is fab.. I would suggest this place if anyone wants to have Malabar cuisines and I'll definitely continue to order from here.""]"," 697  votes
"
"PID 72-9-226, 226, 2nd Stage, 2nd Phase, Domlur, Bangalore",500,"South Indian, North Indian, Chinese, Beverages",,Indiranagar,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, All Day Breakfast, ","[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']",,"['6:30am', '10:30pm']",148,4.0                                     /5,https://www.zomato.com/bangalore/sri-udupi-food-hub-domlur-bangalore,Sri Udupi Food Hub,"[""What we ordered :\n1. Pav bhaji : so so, bhaji taste wasn't good.The accompanying cut onions looked stale and old.\n2. Open butter masala Dosa : Tasted delicious with the dollop of fresh butter on top.The topping of grated carrot, chopped coriander we're again not fresh and looked dry n withered.\n3. Coffee : Good""]"," Based on 104 votes
"
"Building 3080, 2nd Floor, Hal 2nd Stage, 6th Main, Double Road, Opposite Esi Quarters, Indiranagar, Bangalore",500,"Biryani, North Indian",,Indiranagar,"Home Delivery, ","[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']",,"['12noon', '2am']",18,4.1                                     /5,https://www.zomato.com/bangalore/celebreat-1-indiranagar-bangalore,Celebreat,"['So I tried out the place for the first time and had a great experience.\nThe place serves amazing food for great prices.\nThe delivery for my order was very satisfying too.\nI absolutely loved their chicken biryani, amazing flavours, great taste, long grain rice. Even the meat was fresh and tender.\nThe chicken cheese tikka was amazing too, the only problem was with chutney they served. The green chutney was not that fresh, it could have been much better.\nFor dessert I ordered their gajar ka halwa, which was hands down one of the gajar halwas i have tried, it was exactly like my mom makes and made me smile as soon as I had the first bite.\nSo overall it was great experience for me.\nWould definitely order from this place again.', ""Guys please try biryani from this place. I am telling you one of the best biryani in Bengaluru. I came from Hyderabad and searching for good biryani in Bengaluru but can't find one. Somehow got to know about this amazing place. The quantity was good and chicken was tender and smooth. Aroma of rice was almost same as in Hyderabad's biryani.\nHighly recommend. Also tried chicken Kebabs and truly speaking they were full of flavours. Looking for good chicken try celebreat."", ""All of us unanimously agree that Biriyani is bae, don't we ?! This Biriyani from celebreat is one step above that !! Each grain tasting delicious,, the quantity was just right for one person.. The kebabs were simply delicious and left me licking my fingers.. The packaging was neatly done.. I would definitely suggest everyone to try this Biriyani for a wonderful experience\n.\n.\nOverall Rating : 5/5"", 'This is an awesome cloud kitchen where they serve amazing biryanis and desserts.\n\nI had ordered\n\nVeg Biryani: It was amazing and worth the price. The quantity was really good.\n\nPaneer tikka Starter: It was good and you get some 7-8 pieces. A good thing to have with the biryani.\n\nGulab Jamun: It was just too good. One amazing desert to try here. A good dessert after the biryani makes your meal amazing.\n\nOverall a lovely place to order food from.\n\nFood- 4.8/5', ""This new biriyani place in Indiranagar does grab your attention due to its delicious Biriyanis. Got this ordered for a dinner. As a new release, I had Afghani chicken biriyani from them. I must say this was the first time I ever ate a cheesy saucy Biriyani. As biriyanis are normally expected to be spicy, it's something different to try this. So I would recommend it to you all. A unique blend of sweetness in biriyani with succulent chicken pieces was a delight to have. The chicken Tikka along with it was delicious as well. It was well packed & was a good heavy dinner for me. Do try their different flavors of Biriyani."", 'Celebreat is a newly opened cloud kitchen in indiranagar,bangalore.\n\nThis is a place where you get one of the finest biranis. I ordered paneer biryani and paneer pakoda .\n\nPaneer biryani is so tasty. They have used long grain rice, perfect ingredients to make this biryani. No extra masala and nothing.I loved the taste.\n\nComing to paneer pakoda. Biryani cubes are so big and soft and succulent.\n\nThe quantity i ordered is enough for 2 people.\n\nI highly recommend this place to order.\nFollow @pallavi.ganta on instagram for more updates.', 'This is one of the best place to get the finest Biryani in Bangalore.\n\nCelebreat is the newly opened restaurant in the city. It is located near Indiranagar, Bangalore.\n\nI would strongly recommend this place for all the Biryani lovers.\n\nFirst of all, all the items are separated & properly packed.\xa0\n\nI have tried Veg biryani, paneer pakora & gulabjamun.\n\nVeg Biryani --> The biryani was really tasty & yummy. The rice & vegetables were properly cooked. It has a great authentic taste with lot of veggies inside. The quantity was good and properly packed in box.\n\nPaneer pakora --> I really liked the paneer starter. Paneer pakora. It was served with green chutney and capsicum.\xa0\n\nGulab jamun --> yummy & tasty.\n\nMy rating would be 5/5.\n\nGreat taste & good quality.\n\nMust recommend--> Paneer Pakora', 'Recently I tried their Special Veg Biryani and Gajar Halwa. I would say that the experience was really good.\xa0\n\nThe packaging was amazing. The biryani was packed in a cardboard box nicely. The raita and salad too came in little cups. It was handled very well and there wasn’t any spillage or so. \n\nThe biryani had a good amount of veggies and paneer chunks. I loved the taste of biryani. It was cooked very well. I wasn’t expecting much from Gajar Halwa as it’s a biryani place. But it came out as a surprise for me. The Gajar Halwa tasted amazing. The sweetness was just perfect.', 'If you are a biryani person and if you love trying new biryani places, then this place is worth trying.\nFirst of the it comes well packed with zero spillage.\nI have tried Chicken Kabab, it was deep fried, well marinated and tasted good, the chicken chunks were tender, along with it I had Paneer Biryani, it has loads of veggies and decent number of fried paneer chunks, the rice was well cooked, it was not too spicy.']"," 64  votes
"
