restaurant_link,locality,restaurant_name,photos_taken,rating,votes,cuisines,approx_cost_for_2,opening_timings,address,more_info,known_for,most_liked_Food,reviews
https://www.zomato.com/bangalore/sri-ganesh-fruit-juice-centre-thippasandra,Indiranagar,Sri Ganesh Fruit Juice Centre,4,3.7                                     /5," Based on 27 votes
","Juices, Beverages",100,"['9am', '10:30pm']","New Thippasandra Main Road, HAL 3rd Stage, New Thippasandra, Bangalore","Home Delivery, Vegetarian Only, Outdoor Seating, ",,"[4, 'Mango Lassi', 'Sweet Lassi', 'Death By Chocolate', 'Fruit Faluda', 'Dry Fruit Lassi', 'Sweet Lime', 'Watermelon Juice']","['Very low portion of ice cream', ""I drink strawberry ice-cream shake\nBut it like strawberry juice so i don't came here once again. Please don't go there to drink juice or milkshake or ice-cream shake ok"", ""Decent place for huge variety of milk shakes. Loved the taste. Chocolate milk shake is a must try thing. They'll have all types of juices, shakes and lassis. This has become my regular place. 😊"", 'Good place which is mostly crowded. Decent price and huge variety of shakes, ice creams and juices . They are swift and since the number of people visiting this place is high, you are always assured of good and fresh quality. Located strategically, exactly opposite to very popular joint of this area - Shri Krishna Bhavan which gives an additional thumbs up to this place.', 'This has become my regular place.. Every dinner on thippasandra ends here... Its nice... And fast...!!! They have all type of juice shakes lassis..', ""This is a usual fruit juice shop located right at the 8th main of New Thippasandra main road opposite to Sri Krishna Bhavan. This joint is a crowded one during evenings most of the times meaning it's good.\n\nThey have a good collection in their menu and are nice with behaviour. Although I'm not a juice drinker by any means, I've tried from here on remote occasions.\n\nOverall, a decent shop for juice lovers.""]"
https://www.zomato.com/bangalore/sri-krishna-foodline-ulsoor-bangalore,Indiranagar,Sri Krishna Foodline,4,3.7                                     /5," Based on 24 votes
",North Indian,100,"['9am', '9pm']","9, Appa Rao Lane, Opposite Ulsoor Police Station, Ulsoor, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Mango Lassi', 'Sweet Lassi', 'Death By Chocolate', 'Fruit Faluda', 'Dry Fruit Lassi', 'Sweet Lime', 'Watermelon Juice']","['', 'I am from Mumbai and finding a chat shop in ulsoor is a light in the dark. They have authentic Mumbai style taste. Tried their dabeli and samosa chat. The dabeli was well stuffed and they packed additional chutneys for samosa chat. Will definately order again :)', 'I have been visited this place since i m from mumbai ..... i love the food they served ....Pav bhaji ....potato bobby....n more things to eat....Being Mumbaikar i loved the food quality and taste ....best place at ulsoor to visit ...Must try....👍👍...well done the owners and the staff here', 'Very nice\xa0 Vadapav, pav bhaji ,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ dooood food in Skf. ************......', 'hear good test and quality, i like it. its one place in ulosoor with south indian test, and also in very very best rate like cost of 2 is 100 RS. only']"
https://www.zomato.com/bangalore/yomama-indiranagar-bangalore,Indiranagar,Yomama!!,699,4.1                                     /5," 423  votes
","Continental, Burger, Steak, Italian, Desserts",800,"['11:30am', '12midnight']","473, 80 Feet Road, Jeevan Beema Nagar Road, Indiranagar, Bangalore","Breakfast, Home Delivery, Free Parking, Table booking recommended, Indoor Seating, ",,"[5, 'Burgers', 'Steak', 'Pan Cake', 'Oreo Thick Shakes', 'Pasta', 'Beef Burger', 'Pancakes']","['Yomama is a cute lil cafe in pretty and cozy ambience. It’s in the top floor and have open seating as well. \nComing to food, I had: \nMexican cheesy fries - Loved the flavours and sauces. amazing taste\nPaneer Fries - cottage cheese strip covered in spicy batter. Taste was good and didn’t seem deep fried or oily.\nBrownie shake - it was delicious, well presented and they used freshly whipped cream\nVeg Lasagna- it was okay for me, It could have been more cheesy. \nXmas special roast chicken - It was good too but mashed potato was average\nMississippi Mud pie - nice gooey mud pie rich in chocolate and flavours \nOverall great experience and quick service', 'Yomama is situated just above Beijing bites in Indiranagar. In the first glance, it looks like a sweet little homely cafe with an outdoor as well as indoor seating space. The ambiance is a little dull and could do with some more color.\nWe ordered the Caesar salad, garlic bread with cheese and spaghetti in red sauce.\nThe Caesar salad came with huge chunks of raw onion and very oily croutons.\nThe spaghetti came with some sort of an orange sauce.\nAll the food was absolutely bland and tasteless. For once, i thought that my taste buds have died.\nTerrible food. Terrible service. Never going back.', 'Location : On the junction of Jeevan Bheema Nagar and 80 ft signal\nAmbience: 3.5/5 Modern sitting, outdoor sitting, abstract photo frames, spacious but no AC\nService : 3/5 Bit slow even if there were less people, courteous staff.\nFood : 5/5\nYomama special chicken steak with mushroomsauce - 5/5\nWhite sauce pasta - 5/5\nChicken juicy burger - 4/5\nCaramel Vanilla Shake - 5/5\nTandoori Chicken Sub - 3/5\n\nChicken steak and Pasta is highly recommended. I went with no expectation but taste of every item surprised me. After a long time I had such amazing steak.\n\nPlease give it a try.', 'Visited this place one noon for lunch. This place is kind of semi rooftop having both outdoor and indoor seating. I had ordered veg kebab, cheese corn fritters (corn in it added good taste to the Dish), lime ginger juice, tandoori chicken steak burger (absolutely yummy & soft loved it) & blueberry cheese cake sundae ( this was yummm as well). Every dish served was good though few starters had similar taste. Ambience is good. Service was bit late. But the hospitality is good. Overall had a good experience visiting here and would love to visit again.', ""Yo Mama a wonderful place with great food with friendly staff's and soothing Ambience.\n\nTheir menu having various options on continental foods\n\nTalking about food\nCOLD COFFEE WITH ICECREAM AND WHIPPED CREAN - Perfectly blended with balanced taste.\n\nCRUMB FRIED PRWAW - Juicy Tender Prawn was perfectly fried, crispiness with prawn tastes soo good.\n\nYOMAMA SPECIAL CHICKEN STEAK - Grilled Chicken steak toppped with garlic sauce served with french fries, garlic bread along with veggies.\n\nCHOCO LAVA CAKE - this was soo good that the richness cake with chocolate made the dessert wonderful.\n\nService was quite fast best place to hangout with your loved one's to have wonderful food.\n.\nTaste - 4.5/5\n.\nService - 4/5\n.\nHygiene - 4.5/5\n.\nAmbience - 4/5\n.\nValue for money - 4/5\n."", ""This rooftop cafe has a lot of potential and I'm sure it will build it. Yomama can do a lot better if the service and taste gets a little better.\nI liked the Tandoori Prawns and Basa in lemon butter sauce the most out of all the things I ordered.\nGo here for some chilled out vibes and some of that Basa."", 'Not sure why this place is rated more than 4 here in Zomato. This is just an average cafe with average tasting food. We ordered a chicken white sauce pasta, chicken steak and fish steak. Tastewise, all of them were average and pasta was pretty bland and non appetising. Prices are reasonable but would not go back here for the food again.', 'They have got great English breakfast called the Yomama special breakfast. The chicken steak which I ordered was also really delicious. Ambience is perfect. Staffs are polite and friendly. Service was nice. But the only thing that I didn’t liked is that the service charge of 10 % is actually optional but they made it compulsory. Otherwise everything was nice about the place.']"
https://www.zomato.com/bangalore/fabcafe-mg-road-bangalore,Indiranagar,Fabcafe,273,4.2                                     /5," 110  votes
","Healthy Food, North Indian",1,"['8:30am', '12midnight']","18, First Floor, Ramanashree Arcade, MG Road, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, Desserts and Bakes, Table Reservation Not Required, ",,"[4, 'Salad', 'Chaat']","[""Situated inside Fab India on MG Road, one of the busiest places in Bangalore, fabcafe is a gem with minimalistic decor and soft music playing in the background. Coming to food, I was happy to know that they don't use sugar, oil or wheat instead use ghee, gur and othey healthy grains. We ordered spinach hara pyaaz water chestnut momos, baked dal samosa, gatte ki subzi, singhara flour chapati, wild berry smoothie and fresh fruit payasam. Everything tasted really great and the quantity was also good. Would love to come back again and try other things on the menu."", 'Excellent healthy food, lives upto the name. I honestly enjoyed everything except the Haryali Chicken Tikka. Besides that, the Chicken Tikka Masala and Momos were fabulous. To top it up when ended with the chocolate cake and pancakes, which were to die for. Definitely going back soon, don’t forget to try the berry blast smoothie, it was perfect.', ""Not so delicious as expected, we ordered Beetroot lotus stem tikki chat and Aam Panna.\n\nThe chat was well presented and the portion served was normal. The tikki in particular was little bland and the lotus stem crisps topped was little hard. The overall taste of the chat was good but not so relishing.\n\nOn the other hand Aam Panna was salty and sour. As we haven't tried aam Panna at many places we cannot get into a conclusion weather it was good or average.\n\nBottom line, it is a healthy food Cafe with cosy interiors and decorations. This was our experience; Your experience may be a better version of ours & we hope the same for you. Enlighten us about your visit and share your gyan with us.\nCheers!! #BurpOutLoudly \n                                                burpoutloudly.com""]"
https://www.zomato.com/bangalore/srinathjis-indiranagar,Indiranagar,Srinathji's,185,3.6                                     /5," 613  votes
","North Indian, Chinese, Pizza, Street Food",800,"['11am', '10:30pm']","462, Sree Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore","Home Delivery, Vegetarian Only, No Alcohol Available, Indoor Seating, Table booking recommended, Serves Jain Food, Buffet, ",,"[4, 'Chaat', 'Biryani', 'Gulab Jamun', 'Noodle', 'Lunch Buffet', 'Cheese Balls', 'Pasta']","[""It's a good option if you want to eat vegetarian food. The soups are good..all Indian dishes I tried were very tasty and well cooked. Overall a good experience. The starter options are also good...""]"
https://www.zomato.com/bangalore/the-kebab-house-jeevan-bhima-nagar-bangalore,Indiranagar,The Kebab House,0,-,NA,"North Indian, Mughlai",500,"['12noon', '4am']","39, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Chaat', 'Biryani', 'Gulab Jamun', 'Noodle', 'Lunch Buffet', 'Cheese Balls', 'Pasta']",['']
https://www.zomato.com/bangalore/yumyumsouth-indiranagar-bangalore,Indiranagar,YumYumSouth,16,3.0                                     /5," 44  votes
",South Indian,400,"['8am', '11pm']",NA,"Breakfast, Delivery Only, Seating Not Available, No Alcohol Available, ",,"[3, 'Paratha']","['The taste is so original...Been waiting for quality south Indian food...!! Love the quality and its pretty cost effective ....!! The delivery is most efficient...', 'Authentic south Indian food for south Indian lovers...sambhar is rich in taste..quality of food is really awesome..packaging is fantabulous...tried unique idli chaat...it taste like dahi Bhalla...ordered food at office...', ""I had ordered Blossom Idlis from Zomato delivery. They were 4 fluffy idlies but the taste & colour of the idlis were strange. They were not made from rice and looked lightish brown. The chutney which they provide for 4 idlies is not at all enough. Also inspite of requesting for extra chutney, they didn't provide it. So don't waste your time typing for extra chutney. I don't recommend this place. There are many better places where you can enjoy delicious South Indian food."", ""I love south Indian food so I had to give this restaurant a try. I'm not dissapointed at all! Great food. I love their dosas👍🏻 I'd recommend this to anyone who loves south Indian food👏"", 'I usually don’t rate 1 but common this restaurant serves food like an amateur trying to cook South Indian .. please don’t spoil our taste buds .. wonder how they even came up with yum yum south .. extremely disappointed I ordered by mistake for the second time you guys need to checkout Chennai express .. FYI no one in  TN says enna rascala ..', ""Please change the name to Yuck South .\n\nNot worth for money, sambhar was salty, oothappam was uncooked one side, other side burnt.\xa0\n\nPlease don't play with customers and never spoil dishes"", 'Decent menu and average taste \nTry multiple time quality is kind of ok ok \nHave to improve on both quality n quantity aspect \nLocation is decent', 'Ordered for the madras tiffin which includes 2 dosas, 2 idlis and 2 vadas. The dosas and Idlis were fine but the vadas which are my favourite thing to eat were undercooked. The batter was raw from inside. Also had the idli manchurian which was extremely sour!', ""They charge too much for this ..Street food is better packed and well cooked and they don't give chutney and give curds instead. The food was cold when it was delivered...It looked like they packed the leftovers ..."", 'Ordered breakfast this morning, Grand madras tiffin and was totally disappointed. The mini dosa was not upto the mark, I agree dosa gets a little soggy by the time it’s delivered but the chutney filling was too sweet neither liked the aloo palya. Coming to idli vada, the idli was just ok but the vada was too salty. Sambar was again a disappointment. The only good thing was their packaging.']"
https://www.zomato.com/bangalore/momo-monk-indiranagar-bangalore,Indiranagar,Momo Monk,5,-,NA,"Momos, Tibetan",400,"['2pm', '4am']","14, 2nd Floor, 10th Main Road, Jeevan Bima Nagar, HAL 3rd Stage, Indiranagar, Bangalore","Home Delivery, ",,"[3, 'Paratha']",[]
https://www.zomato.com/bangalore/dal-roti-sabji-indiranagar,Indiranagar,Dal Roti Sabji,7,4.2                                     /5," Based on 150 votes
",North Indian,150,"['12noon', '4pm', '7pm', '10:45pm']","5, 80 Feet Road,1st Stage, H Colony, Indiranagar, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, ",,"[4, 'Paratha', 'Kadhai Paneer']","['', '', 'Definitely one of the best budget restaurants in the area.You just cant miss this if you are craving some dhaba style food at low prices.\nI ordered the aloo paratha,gobi paratha and paneer paratha(goes well with extra butter). I wont say they were very tasty but for the prices charged,i was very satisfied', 'Was tempted to try seeing the name and the rating. Quantity was good. Taste was average at the most. Expected a ghar ka khana experience. Phulka was good but size was smaller than normal. Muttar paneer was bland. Jeera rice had almost zero salt. No dal on offer which was disappointing.', ""Very affordable and good food. Paranthas taste like ghar ka parantha\nHave tried all the kinds and it's good. Served with curd and achar. Follows instructions if any"", 'Really good food...Homemade .\nService is slow and horrible at times because the seating capacity is too small..kitchen area can be more hygenic i feel.', ""We ordered Aloo, Mooli, Onion Parantha's with Boondi Raita and Shhahee Paneer. Must say, it's the best we all had at office in a long while on a regular lunch restaurant. Like paratha plaza etc is no where close. Delicious, looks authentic north Indian style and it's almost there. Would love to order again."", 'The food here is very homely and very tasty, would recommend this place for sure. The phulkas are soft and food is mouth watering. The dish of the day is a must try.', ""The best thing that I can say about this place is that for the super super low prices, my stomach has NeVer gotten upset. I'm partial to their dals and paneer preparations! Delicious food, sensible portions (they have full servings and half servings!) and the prices?? 30 rupees for half jeera rice and 40 rupees for a dal fry! 👄"", 'I am in love with the chicken masala they serve. A regular customer who orders phulka, chicken masala, rice and dal fry. I rated one star less bcoz last time they screwed my order by not sending me rice and I have to wait again for half an hour to get the rice delivered again.']"
https://www.zomato.com/bangalore/firangi-bake-1-indiranagar,Indiranagar,Firangi Bake,21,4.0                                     /5," 81  votes
","Italian, Mexican",400,"['11am', '2am']","191, 1st Floor, Chinmaya Mission Hospital Road, Indiranagar, Bangalore","Delivery Only, Sugar Free Options, ",,"[4, 'Lasagne', 'Meatballs', 'Pasta', 'Chicken Quesadilla', 'Paneer Steak']","['Food\n\n1) Bombay Masala Quesadilla were very crispy and delicious.\n\n2)Chatapata Paneer Steak was nicely cooked and rice quality was amazing quite equivalent to basmati.\n\n3) Chocolate Fantasy was mouth watering and lovely in taste.\n\n5) Food looked quite hygienic and nicely packed.\n\nCost\nCost is little expensive but you would get good discounts online while ordering.\n\nExperience\nPaneer Steak was soft and delightful to eat.Rice and sauce with paneer steak made the dish complete.\n\nRating\nFood- 4/5\nCost- 3/5\nPacking-5/5\nDelivery-5/5\nCleanliness - 5/5', 'The meaty lasagne is to die for . Overall the packaging is really good and it keeps fresh for quite a lot of hours. If you are in for some good cheese and chicken then do go for it. Quesadillas are also tasty.', 'Ordered from the outlet\n\nThe packaging was neat and the temperature of the food was optimal. The dishes ordered were:\n\n➡️ Chicken steak, served with rice, barbecue sauce and a side of potatoes and veggies\n\n▶️ Chicken quesadilla\nBoth the dishes were good!🤗 The chicken was cooked to tender. My pick however was the quesadilla, with a flaky crunchy outer crust and chunks of meat packed inside. It was on the spicier side which thow I like Mexican food\n\nOverall a good experience', 'Do order if you love fusion food.Loved the food, great taste, good quantity.\xa0\nWaiting to order again and relish the deliciousness.\nThe Lasagne is a strong recommend.', ""I recently had the Bhuna Chicken Quesadilla and Tandoori Chicken Steak from Firangi Bake. The Firangi Bake franhisee happens to be one of my favourites in the business, but this time they slipped up a bit. I have had the Tandoori Chicken Stak before, but have quite fond memories of this dish. This time around, the taste just didn't seem the same. The rice and the chicken, both should have been more flavourful. Even the quesadilla was pretty average in taste. It can definitely do with some more chicken!\n\nI hope this was just a minor blip in their service, considering that I have always enjoyed eating from here in the past.""]"
https://www.zomato.com/bangalore/kanteen-038-indiranagar-bangalore,Indiranagar,Kanteen 038,31,3.8                                     /5," 65  votes
","Fast Food, Beverages",200,"['8am', '1am']","91/72, Citi Nest, 7th Cross, Eshwara Layout, Indiranagar, Bangalore","Breakfast, Home Delivery, Indoor Seating, ",,"[4, 'Chai', 'Poha', 'Maggi', 'Paratha', 'English Breakfast', 'Sandwich']","['Another place with a good rating but I had a very disappointing experience. The Poha was totally uncooked, inedible. The adrak chai - I had ordered 2 thinking it will be really good - had too strong ginger (yes, super stronger than a usually strong ginger tea). I had ordered at 9.30 am, wasted both and stayed hungry till lunch time.']"
https://www.zomato.com/bangalore/all-aromas-indiranagar-bangalore,Indiranagar,All Aromas,10,4.3                                     /5,NA,"North Indian, Biryani",400,"['11am', '4pm', '7pm', '11pm']","462, Krishna Temple Road, Indiranagar, Bangalore","Delivery Only, ",,"[4, 'Chai', 'Poha', 'Maggi', 'Paratha', 'English Breakfast', 'Sandwich']","['Had ordered a meal and some additional gulab jamuns from here which I preferably like because they are dry. Appreciate that the restaurant considered my comments and provided the order accordingly. Dal was pasty, needed to add some water and reheat for better mixing with rice. Although the meal was good, they forgot to provide the additional dry jamuns which I was looking forward to for a happy ending.']"
https://www.zomato.com/bangalore/the-coffee-bean-tea-leaf-mg-road-bangalore,Indiranagar,The Coffee Bean & Tea Leaf,212,4.0                                     /5," 316  votes
",Cafe,700,"['10am', '11pm']","1st Floor, 1 MG Road Mall, Trinity Circle, Opposite Taj Vivanta, MG Road, Bangalore","Breakfast, Home Delivery, Mall Parking, Outdoor Seating, Indoor Seating, ",High end cafe with an extravagant selection of coffees,"[4, 'Coffee', 'Sandwich', 'Blueberry Muffin', 'Cappuccino', 'Pancakes', 'Espresso', 'Cheesecake']","['', 'The cheese chilli toast is nice\nZomato gold is showing , but doesnt work..\nAnd cheese cake is damn costly without any volume..\nOverpriced for some products.', 'CTBL used to be a favorite of mine but was never happywith the outlet in 1 MG mall till today. Had the best quinoa poha and ice blended hazelnut latter ever!!!!\nLooks like the new location has given them their mojo back:))', 'Tastes good. We had mocha with vanilla flavour and a hot chocolate whcih tastes really yummy. And the service is good here. We have a good seating area around inside the mall.', 'The desserts are amazing in taste but is over priced. A red velvet brownie is 300 rupees which is a bit too much. Good for a one time visit.', 'We ordered Chocolate pie and choco fudge. They are delicious, mainly chocolate pie. With zomato gold it’s worth the money. Drinks are okayish.', ""Loved their baked cheesecake and the ham and cheese croissantwich! Their cheesecake was one of the best that we've eaten in Bangalore so far as was the sandwich."", 'Definitely a not recommended one. Old stock of Cakes and Pastries. On ZOmato Gold and I ordered in a cheesecake and a chocolate dessert. was massively disappointed at the dry and old tasting desserts. Cheesecake was better. Not at all justified by the price.', 'I ate paneer tikka wrap , pesto chicken sandwich and pure chocolate drink. Today both I and my wife are having food poisoning. What will you do of taste if it will finally land you with doctor.', ""The coffee over here is pretty good! Also, go for their sandwiches and especially pasta as you won't get disappointed. Sandwiches have healthy filling and pasta (I took Alfredo) is creamy. Also try their tiramisu, it's yummy! Overall, it's a nice place to relax.""]"
https://www.zomato.com/bangalore/ecstasy-indiranagar-bangalore,Indiranagar,Ecstasy,191,4.0                                     /5," Based on 135 votes
","Cafe, Continental",600,"['9am', '10:30pm']","589, 1st Cross, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore","Breakfast, Home Delivery, Indoor Seating, Outdoor Seating, Table booking recommended, ",,"[4, 'Pasta', 'Tea', 'Sandwich', 'Pancakes', 'Cafe Mocha', 'Onion Rings', 'Veggie Pizza']","['Nice and beautiful decored place with great staff and delicious food.\n\nCoffee is nice and the starters have unique range.\n\nFor mushroom lovers, must try is sauted button mushroom with parmesan cheese...\nGood for couples.', 'It’s a busy place but we were able to book a table.\n\nWe ordered the mocha coffee, eggplant sandwich, eggs benedict and masala omelette.\n\nWe really enjoyed the mocha and the sandwich. We didn’t like the other two dishes.\nEggs benedict was quite bad - It came on toast instead of a muffin, and the yolk was not runny enough. I also didn’t get sufficient taste of the hollandaise.\nThe masala omelette was juicy, but extremely salty. \n\nService was quite slow and took a lot of time for our food to be served. Mushrooms were unavailable (for a Sunday brunch at a breakfast place!!) resulting in multiple re orders. It was an annoying experience.\n\nWould not be visiting again.', ""What a beautiful place.\nSo got here around 10am today and wanted to just have some coffee.\nWe ordered their iced mocha and cold coffee. They were simple, good drinks. It's such a great place, it's quiet even though it's in a busy area, the ambience further instills the sense of calm. The staff is also very very nice, special mention to their security person, he's such a sweet man. Can't wait to be back to try their food.\n\nDrinks: 4/5\nService: 4/5\nAmbience: 4/5\nValue for money: 4/5"", ""Been to this outlet for having a breakfast. The ambience of the outlet was Pretty good. Well cleaned and well maintained. Coming to the food, had ordered Pan Cake s with berries, Cold coffee and Oats peanut butter shake. All were served at perfect temperature. The presentation of pan Cake was pretty good. Coming to the taste all were pretty good. The efficiency of service was good. It would be nice if you could put your attention towards us. Had a nice time. Here's my drill down review.\n\nAmbience:5/5\nTaste of food:5/5\nPresentation of food:5/5\nTemperature of food:5/5\nEfficiency of Service:4/5\nWorth of money:5/5\nMust try: Pancakes."", ""Went here for a light dinner and coffee after hearing a lot from people. But it turned out to be such a disappointment.\n\n- The cafe latte was so strong it could have passed as Americano if not for the milk\n\n- The watermelon lemonade was way too sweet\n\n- The veg cigar rolls were an interesting concept but were dripping in oil\n\n- The pasta had barely cooked beans and zucchini in the name of veggies\n\nDon't think I can recommend this place to anyone unless they genuinely improve their food.\n\n2 stars only cos of the nice ambience and the good service."", ""A quaint little cafe in Indiranagar.. it's really cosy as I don't think it gets quite crowded here.. they have limited but good food.. I would suggest that the eatery improves the selection of food available.. but whatever is on the menu is all cooked with a lot of good taste.. do visit it for a noise free, cosy catch up with friends"", 'The name of this place defines that this place is a Overwhelming feeling of great happiness!\nThis beautiful cafe is located in the 12th main of Indira Nagar!\n\nServing you beautiful continental dishes with delicious breakfast!\n\nThe place is very Cosy and gives you a soothing ambiance.\nEvery cafe needs its own theme and this place has the perfect balance!\nA beautiful graffiti wall as soon as you enter the place and a seating capacity of 30-40 people at a time.\n\nWe ordered - Cafe Mocha\nCold Coffee\nIced lemonade coffee\nBig Brekkie\nCigar Rolls\nOnion rings\nVeg Pizza\nEgg Plant Parmigiana\nPancakes\n\nHighly Recommended - Big Brekkie\nCigar Rolls\nPancakes\nCold Coffee\n\nThey even sell Coffee Powder which are really good and some beautiful Ceramic pots!\nService is excellent and Staff is quite friendly! This is a Treasure of Indiranagar.', 'This cafe will steal you heart at the very first glimpse with all its grandeur and cozy vibes .Located at 12th main Indiranagar, Bangalore this neighbourhood cafe is done up with big framed glass walls which is so inviting to those who walk past the road. One gets walk to into the space filled with warm ambient lights, graffiti walls, landscaped outward looking bay, modern wood-steel combination furniture and bottle green sofa sitting contrasting the grey textured walls. \nThis is Conti cafe serving all day breakfast, open toasts, sandwiches, burgers, pastas, pizzas and other hot/ cold beverages to go with.Menu is easy on pockets and plating of food is total delight to eyes.Overall it’s a peaceful cafe on busy indiranagar street, which is surprisingly inviting.']"
https://www.zomato.com/bangalore/bombay-sandwich-company-indiranagar-bangalore,Indiranagar,Bombay Sandwich Company,17,2.7                                     /5," 53  votes
","Continental, Desserts, Beverages, Sandwich",400,"['8am', '11pm']","Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore","Breakfast, Delivery Only, ",,"[3, 'Falafal Sandwich']","[""order of Chowpatty sandwich and French Fries. Packing was really pretty and colorful. The ketchup was intense as well. Sandwich as a whole was good, but it was limp by the time it reached me. It fell apart as soon as I picked it up to take a bite. Veggies, the green chutney..it was good, but half of my joy was gone while 'handling' the sandwich Same was the case with French Fries. They were limp and starchy as well.\n\nAll in all ok. Wish they could do something to adress the above.""]"
https://www.zomato.com/bangalore/the-grill-house-ulsoor,Indiranagar,The Grill House,623,4.1                                     /5," 840  votes
","American, Mexican, Italian, Steak",1,"['12noon', '12midnight']","8/6, Kensington Point, Ulsoor Road, Ulsoor, Bangalore","Home Delivery, Full Bar Available, Table booking recommended, Indoor Seating, Smoking Area, ",,"[5, 'Burgers', 'Beer', 'Cocktails', 'Buffalo Wings', 'Pasta', 'Chicken Steak', 'Beef Steak']","['Our experience began by the staff taking 20 minutes and 4 reminders to serve us drinking water.\n\nThe steak was ""rubbery"" and served without fries. This too required a reminder which took another 15 minutes to get.\n\nNo sense of accountability or apology from the staff.\n\nUnfortunately a terribly wrong dining experience.', 'The grill house is a one stop for steak , grilled barbeque and more !\nThe ambience is lively and the view from the restaurant is amazing , be it the Conrad or 1MG and the gurudwara . 🔹In frame - Stuffed cottage cheese steak 🍴The steak was flavourful and juicy , the cottage cheese was fluffy and the vegetables were sautéed to perfection🥦🥕\n📍Place - The grill house , Ulsoor 💰Cost - Rs. 425 🔹Rate - 4/5 🔹 Personal Favourites - The Garden Burger , Jamaican cottage cheese cubes']"
https://www.zomato.com/bangalore/maghai-paan-center-indiranagar-bangalore,Indiranagar,Maghai Paan Center,0,3.3                                     /5," Based on 8 votes
",Paan,100,"['8am', '11:30pm']","3124, 6th C Lane, Double Road, Indiranagar, Bangalore","Home Delivery, Seating Not Available, ",,"[5, 'Burgers', 'Beer', 'Cocktails', 'Buffalo Wings', 'Pasta', 'Chicken Steak', 'Beef Steak']","['', '']"
https://www.zomato.com/bangalore/the-french-loaf-indiranagar-bangalore,Indiranagar,The French Loaf,67,3.4                                     /5," 137  votes
","Bakery, Desserts, Sandwich",400,"['10am', '10:30pm']","46, 9th Main, HAL 3rd Stage, 80 Feet Road, Indiranagar, Bangalore","Home Delivery, No Alcohol Available, Desserts and Bakes, Indoor Seating, ",,"[3, 'Cupcake', 'Almond Pie', 'Apple Pie', 'Blackforest Cake', 'Chicken Quiche', 'Chicken Delight']","[""It was my first time tasting an Apple Pie. For someone like me, the way T.F.L sent the Pie, was not a pretty sight. (Pl. See pictures) I could have cut it in pretty way. The filling in the pie was sticky, sweet & sour - more like a pulpy Jam. The outer crust was brittle, moist, more like a thick biscuit exposed to air for couple of hours. I really have no idea whether this is how it's supposed to be, but as for me, I might not go for it again (from this outlet, so to say)\n\nChicken puff was very tasty though, I absolutely loved the filling and flaky outer crust. I had ordered some Brown bread as well, but I am yet to taste it. But, to start with it looks very fresh with nice deep brown color.\n\nWill order Chicken puffs again, bread too if that goes well."", 'Happened to visit this awesome place. got to say that this is one stop destination for all your sweet cravings. Neatly arranged and well presented. Good service. Must visit.', 'I had ordered two times brown bread that was not available in their store i never know that such kind of irresponsible staff in this bangalore i recommend not to order from this store its waste a lot times of to get items from them', 'Food Quality is extremely bad! Ambience is bad and even washroom is not at all maintained.Haven’t seen such a bad quality across any other French loaf centres.', ""The place is too small. They don't have most of the things that's mentioned here in the menu. Was very disappointing. Of all the things ordered only Almond Pie was kinda okay."", ""I went this french loaf I had very nice pastry and my baby had puff we enjoyed their that's to staff next time we buy a cake from french loaf and am informed to my family to buy cake"", ""Thanks for delivering the cake at midnight..and the cake which v received it's was so good an tasty.my friends are very happy that we received the cake on time...."", 'Comparing to other cake shop.....................as for my knowledge. French loof cake is the best to celebrate party..................................', '', 'tasteless cold old']"
https://www.zomato.com/bangalore/shiva-sai-99-variety-dosa-ulsoor-bangalore,Indiranagar,Shiva Sai 99 Variety Dosa,0,NA,NA,South Indian,300,"['8am', '10pm']","24, 'G', 10th Street, B.B.MP East, Ulsoor, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, ",,"[3, 'Cupcake', 'Almond Pie', 'Apple Pie', 'Blackforest Cake', 'Chicken Quiche', 'Chicken Delight']",['']
